id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
126,Avery,Scott,Adams,28,female,avery.scott@x.dummyjson.com,+91 965-669-9087,averya,averyapass,1997-10-13,https://dummyjson.com/icon/averya/128,B-,161.67,56.81,Green,"{'color': 'Black', 'type': 'Kinky'}",227.163.241.130,"{'address': '1766 Jefferson Street', 'city': 'New York', 'state': 'Arizona', 'stateCode': 'AZ', 'postalCode': '18065', 'coordinates': {'lat': -75.143865, 'lng': 147.08972}, 'country': 'United States'}",cd:79:10:9d:88:15,Duke University,"{'cardExpire': '04/29', 'cardNumber': '6011220004349518', 'cardType': 'Discover', 'currency': 'PKR', 'iban': 'DE43065666962183562708'}","{'department': 'Services', 'name': 'Langosh - Maggio', 'title': 'Database Administrator', 'address': {'address': '1579 Pine Street', 'city': 'Denver', 'state': 'Georgia', 'stateCode': 'GA', 'postalCode': '79471', 'coordinates': {'lat': 12.328584, 'lng': -21.451353}, 'country': 'United States'}}",336-296,534-360-697,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
127,Mason,Wright,,41,male,mason.wright@x.dummyjson.com,+61 251-806-5947,masonw,masonwpass,1984-5-17,https://dummyjson.com/icon/masonw/128,A-,162.47,79.18,Brown,"{'color': 'Gray', 'type': 'Wavy'}",39.155.137.209,"{'address': '1195 Main Street', 'city': 'Indianapolis', 'state': 'Tennessee', 'stateCode': 'TN', 'postalCode': '44469', 'coordinates': {'lat': 4.881216, 'lng': 95.227225}, 'country': 'United States'}",28:14:5f:91:dc:81,University of Connecticut,"{'cardExpire': '08/28', 'cardNumber': '341916827338091', 'cardType': 'American Express', 'currency': 'CNY', 'iban': 'DE61071660856690375886'}","{'department': 'Support', 'name': 'Spinka - Dickinson', 'title': 'Software Architect', 'address': {'address': '1168 Ninth Street', 'city': 'Los Angeles', 'state': 'South Carolina', 'stateCode': 'SC', 'postalCode': '86897', 'coordinates': {'lat': 0.729914, 'lng': -53.943078}, 'country': 'United States'}}",346-609,926-763-878,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
128,Grace,Green,Evans,36,female,grace.green@x.dummyjson.com,+91 339-788-2388,gracee,graceepass,1989-2-4,https://dummyjson.com/icon/gracee/128,B-,197.09,92.08,Green,"{'color': 'Red', 'type': 'Straight'}",27.251.232.118,"{'address': '1415 Oak Street', 'city': 'Los Angeles', 'state': 'Nevada', 'stateCode': 'NV', 'postalCode': '85922', 'coordinates': {'lat': 42.451115, 'lng': -141.959996}, 'country': 'United States'}",a7:1d:7:5d:96:86,Rice University,"{'cardExpire': '04/27', 'cardNumber': '5397674676756176', 'cardType': 'Mastercard', 'currency': 'GBP', 'iban': 'GB185H4BD9WU8ALYA68TRC'}","{'department': 'Training', 'name': 'Roberts LLC', 'title': 'Technical Support Engineer', 'address': {'address': '483 Elm Street', 'city': 'Austin', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '88010', 'coordinates': {'lat': 28.762353, 'lng': 37.843557}, 'country': 'United States'}}",426-831,731-358-218,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,"{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
129,Lucas,Allen,,27,male,lucas.allen@x.dummyjson.com,+61 831-566-3134,lucasa,lucasapass,1998-11-1,https://dummyjson.com/icon/lucasa/128,B-,199.33,67.89,Gray,"{'color': 'Black', 'type': 'Wavy'}",70.157.133.232,"{'address': '1160 Eighth Street', 'city': 'Jacksonville', 'state': 'New Mexico', 'stateCode': 'NM', 'postalCode': '78335', 'coordinates': {'lat': -75.052492, 'lng': -97.743046}, 'country': 'United States'}",a6:52:5f:7c:d0:21,Massachusetts Institute of Technology (MIT),"{'cardExpire': '07/28', 'cardNumber': '6011745492056720', 'cardType': 'Discover', 'currency': 'NZD', 'iban': 'DE34428918964089151024'}","{'department': 'Human Resources', 'name': 'Langworth Group', 'title': 'Software Architect', 'address': {'address': '1519 Cedar Street', 'city': 'San Antonio', 'state': 'Kentucky', 'stateCode': 'KY', 'postalCode': '40341', 'coordinates': {'lat': -47.997356, 'lng': 46.437749}, 'country': 'United States'}}",556-926,477-764-335,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
130,Chloe,Roberts,Price,42,female,chloe.roberts@x.dummyjson.com,+44 900-399-5847,chloep,chloeppass,1983-4-8,https://dummyjson.com/icon/chloep/128,AB+,153.85,72.46,Gray,"{'color': 'White', 'type': 'Straight'}",70.183.180.248,"{'address': '1976 Elm Street', 'city': 'San Jose', 'state': 'Arkansas', 'stateCode': 'AR', 'postalCode': '83671', 'coordinates': {'lat': 45.06526, 'lng': 172.773263}, 'country': 'United States'}",8b:b1:8:34:e9:b7,Washington University in St. Louis,"{'cardExpire': '09/29', 'cardNumber': '6211810190692826', 'cardType': 'UnionPay', 'currency': 'NZD', 'iban': 'DE73141356592265247054'}","{'department': 'Services', 'name': 'Schmidt - Hyatt', 'title': 'Marketing Manager', 'address': {'address': '1513 Third Street', 'city': 'Columbus', 'state': 'Alaska', 'stateCode': 'AK', 'postalCode': '60557', 'coordinates': {'lat': 54.319706, 'lng': -18.621134}, 'country': 'United States'}}",550-739,246-121-367,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
131,Jackson,Morales,,34,male,jackson.morales@x.dummyjson.com,+1 685-561-9154,jacksonm,jacksonmpass,1991-9-18,https://dummyjson.com/icon/jacksonm/128,AB-,154.3,60.62,Violet,"{'color': 'Brown', 'type': 'Curly'}",10.39.106.47,"{'address': '1549 Main Street', 'city': 'Austin', 'state': 'Arkansas', 'stateCode': 'AR', 'postalCode': '23595', 'coordinates': {'lat': 89.624584, 'lng': -107.671084}, 'country': 'United States'}",e7:a2:59:b:23:32,Pepperdine University,"{'cardExpire': '08/27', 'cardNumber': '4668916290124603', 'cardType': 'Visa', 'currency': 'AUD', 'iban': 'DE89790012694823772619'}","{'department': 'Human Resources', 'name': 'Kshlerin, Mitchell and Wilderman', 'title': 'Legal Counsel', 'address': {'address': '694 Second Street', 'city': 'San Diego', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '64598', 'coordinates': {'lat': -67.250988, 'lng': 158.241684}, 'country': 'United States'}}",106-784,439-618-286,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
132,Zoe,Bennett,Carter,29,female,zoe.bennett@x.dummyjson.com,+44 944-423-6651,zoec,zoecpass,1996-5-11,https://dummyjson.com/icon/zoec/128,B-,187.9,99.54,Blue,"{'color': 'Blonde', 'type': 'Curly'}",161.79.176.71,"{'address': '1252 Seventh Street', 'city': 'San Jose', 'state': 'Utah', 'stateCode': 'UT', 'postalCode': '50908', 'coordinates': {'lat': 69.750311, 'lng': 73.644612}, 'country': 'United States'}",d5:fe:f3:d2:f0:2b,Massachusetts Institute of Technology (MIT),"{'cardExpire': '09/29', 'cardNumber': '3642221306373937', 'cardType': 'Diners Club International', 'currency': 'JPY', 'iban': 'DE78775986197889341723'}","{'department': 'Business Development', 'name': 'Hintz Inc', 'title': 'Systems Analyst', 'address': {'address': '1927 Third Street', 'city': 'Denver', 'state': 'Connecticut', 'stateCode': 'CT', 'postalCode': '81194', 'coordinates': {'lat': -78.537095, 'lng': -126.876948}, 'country': 'United States'}}",595-715,198-114-275,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
133,Carter,Rivera,,38,male,carter.rivera@x.dummyjson.com,+92 500-957-1453,carterr,carterrpass,1987-1-19,https://dummyjson.com/icon/carterr/128,B-,192.63,56.51,Green,"{'color': 'Green', 'type': 'Curly'}",213.213.80.240,"{'address': '89 Main Street', 'city': 'Phoenix', 'state': 'South Carolina', 'stateCode': 'SC', 'postalCode': '59420', 'coordinates': {'lat': 74.539668, 'lng': -124.72219}, 'country': 'United States'}",4:fe:6d:fc:cb:53,Emory University,"{'cardExpire': '01/28', 'cardNumber': '3613008246626895', 'cardType': 'Diners Club International', 'currency': 'JPY', 'iban': 'DE12856465746729342919'}","{'department': 'Support', 'name': 'Bradtke - Hoeger', 'title': 'Systems Analyst', 'address': {'address': '591 Fifth Street', 'city': 'Columbus', 'state': 'Utah', 'stateCode': 'UT', 'postalCode': '57200', 'coordinates': {'lat': 8.564501, 'lng': -33.722386}, 'country': 'United States'}}",448-195,553-178-246,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
134,Nora,Russell,Morgan,25,female,nora.russell@x.dummyjson.com,+81 415-979-9594,noramx,noramxpass,2000-3-30,https://dummyjson.com/icon/noramx/128,B+,162.57,76.02,Violet,"{'color': 'Purple', 'type': 'Curly'}",76.41.20.150,"{'address': '1915 Elm Street', 'city': 'Charlotte', 'state': 'West Virginia', 'stateCode': 'WV', 'postalCode': '77947', 'coordinates': {'lat': -79.430607, 'lng': 19.96758}, 'country': 'United States'}",29:7c:5d:5b:eb:e8,Tufts University,"{'cardExpire': '04/29', 'cardNumber': '4690792626690100', 'cardType': 'Visa', 'currency': 'PKR', 'iban': 'DE47309653520729856008'}","{'department': 'Product Management', 'name': 'Cremin - Koepp', 'title': 'Developer', 'address': {'address': '1509 Adams Street', 'city': 'Columbus', 'state': 'Colorado', 'stateCode': 'CO', 'postalCode': '57482', 'coordinates': {'lat': 34.351063, 'lng': 4.958252}, 'country': 'United States'}}",192-799,702-656-181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
135,Elijah,Cruz,,30,male,elijah.cruz@x.dummyjson.com,+1 613-532-2557,elijahc,elijahcpass,1995-1-23,https://dummyjson.com/icon/elijahc/128,O+,195.29,78.61,Gray,"{'color': 'Brown', 'type': 'Wavy'}",178.45.211.139,"{'address': '583 Second Street', 'city': 'Seattle', 'state': 'North Dakota', 'stateCode': 'ND', 'postalCode': '26483', 'coordinates': {'lat': 19.529428, 'lng': 165.798169}, 'country': 'United States'}",11:be:4d:5a:92:7d,University of California--Berkeley,"{'cardExpire': '05/27', 'cardNumber': '5195573329944110', 'cardType': 'Mastercard', 'currency': 'CAD', 'iban': 'DE67341880174568825698'}","{'department': 'Accounting', 'name': 'Stokes - Harber', 'title': 'Marketing Manager', 'address': {'address': '1462 Jefferson Street', 'city': 'Seattle', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '81308', 'coordinates': {'lat': 69.208929, 'lng': -159.871286}, 'country': 'United States'}}",115-488,577-965-784,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
136,Madison,Stewart,Kelly,37,female,madison.stewart@x.dummyjson.com,+61 455-829-5048,madisonk,madisonkpass,1988-5-15,https://dummyjson.com/icon/madisonk/128,B-,199.81,76.36,Blue,"{'color': 'Brown', 'type': 'Kinky'}",110.144.81.89,"{'address': '823 Sixth Street', 'city': 'Indianapolis', 'state': 'Arkansas', 'stateCode': 'AR', 'postalCode': '66305', 'coordinates': {'lat': -26.509663, 'lng': -127.744698}, 'country': 'United States'}",4e:15:99:a0:22:33,Northwestern University,"{'cardExpire': '06/27', 'cardNumber': '5362208194454054', 'cardType': 'Mastercard', 'currency': 'PKR', 'iban': 'DE03605844090278785940'}","{'department': 'Training', 'name': 'Schowalter Group', 'title': 'Data Scientist', 'address': {'address': '344 Main Street', 'city': 'Washington', 'state': 'Colorado', 'stateCode': 'CO', 'postalCode': '64474', 'coordinates': {'lat': -33.940327, 'lng': -144.800578}, 'country': 'United States'}}",246-581,223-424-188,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
137,Gabriel,Bailey,,43,male,gabriel.bailey@x.dummyjson.com,+91 970-512-5684,gabrielb,gabrielbpass,1982-11-22,https://dummyjson.com/icon/gabrielb/128,O-,185.22,66.39,Violet,"{'color': 'Purple', 'type': 'Wavy'}",102.6.102.233,"{'address': '1001 Fifth Street', 'city': 'Philadelphia', 'state': 'New Mexico', 'stateCode': 'NM', 'postalCode': '39924', 'coordinates': {'lat': -75.122944, 'lng': -64.318724}, 'country': 'United States'}",c0:5b:be:a7:62:ee,University of Michigan--Ann Arbor,"{'cardExpire': '08/30', 'cardNumber': '3586993985989302', 'cardType': 'JCB', 'currency': 'AUD', 'iban': 'DE10494154133019096550'}","{'department': 'Support', 'name': 'Keebler LLC', 'title': 'Research Analyst', 'address': {'address': '1175 Oak Street', 'city': 'Seattle', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '64870', 'coordinates': {'lat': -6.399939, 'lng': 14.183192}, 'country': 'United States'}}",980-496,882-449-478,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
138,Lily,Torres,Lopez,32,female,lily.torres@x.dummyjson.com,+91 610-954-3059,lilyl,lilylpass,1993-8-22,https://dummyjson.com/icon/lilyl/128,B-,191.89,89.54,Hazel,"{'color': 'Blue', 'type': 'Wavy'}",177.180.239.191,"{'address': '1007 Lincoln Street', 'city': 'Chicago', 'state': 'Illinois', 'stateCode': 'IL', 'postalCode': '44296', 'coordinates': {'lat': 62.991584, 'lng': 152.588663}, 'country': 'United States'}",ea:68:4b:14:68:2a,University of Michigan--Ann Arbor,"{'cardExpire': '04/27', 'cardNumber': '5170079203858920', 'cardType': 'Mastercard', 'currency': 'USD', 'iban': 'DE55219063143518395090'}","{'department': 'Engineering', 'name': 'Weissnat, Wyman and Turner', 'title': 'Data Scientist', 'address': {'address': '52 Fifth Street', 'city': 'Seattle', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '63897', 'coordinates': {'lat': 32.560985, 'lng': 97.119517}, 'country': 'United States'}}",952-581,899-695-201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
139,Elijah,Hill,,27,male,elijah.hill@x.dummyjson.com,+91 906-692-9655,elijahh,elijahhpass,1998-8-25,https://dummyjson.com/icon/elijahh/128,B+,160.31,76.3,Gray,"{'color': 'Purple', 'type': 'Straight'}",175.3.175.35,"{'address': '1842 Eighth Street', 'city': 'Los Angeles', 'state': 'Maine', 'stateCode': 'ME', 'postalCode': '47017', 'coordinates': {'lat': 15.130769, 'lng': 31.685277}, 'country': 'United States'}",1b:5f:54:b8:11:17,Harvard University,"{'cardExpire': '05/28', 'cardNumber': '4748183976991672', 'cardType': 'Visa', 'currency': 'AUD', 'iban': 'DE87345816258443495391'}","{'department': 'Accounting', 'name': 'Swift - Stamm', 'title': 'Quality Assurance Engineer', 'address': {'address': '479 Fourth Street', 'city': 'Houston', 'state': 'Iowa', 'stateCode': 'IA', 'postalCode': '59040', 'coordinates': {'lat': 10.405989, 'lng': 178.335869}, 'country': 'United States'}}",568-286,715-192-187,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
140,Hannah,Howard,Graham,36,female,hannah.howard@x.dummyjson.com,+1 884-326-8478,hannahg,hannahgpass,1989-10-15,https://dummyjson.com/icon/hannahg/128,B-,189.91,58.16,Red,"{'color': 'Red', 'type': 'Kinky'}",255.136.28.75,"{'address': '783 Fifth Street', 'city': 'Indianapolis', 'state': 'Indiana', 'stateCode': 'IN', 'postalCode': '72695', 'coordinates': {'lat': 60.841918, 'lng': 105.608089}, 'country': 'United States'}",5f:9:f8:f3:a4:39,Boston College,"{'cardExpire': '03/28', 'cardNumber': '5387457752733737', 'cardType': 'Mastercard', 'currency': 'CNY', 'iban': 'DE26703502815756464422'}","{'department': 'Accounting', 'name': 'Price and Sons', 'title': 'Human Resources Manager', 'address': {'address': '1987 Third Street', 'city': 'San Antonio', 'state': 'Illinois', 'stateCode': 'IL', 'postalCode': '75738', 'coordinates': {'lat': -87.103718, 'lng': 138.965}, 'country': 'United States'}}",902-861,480-594-181,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,"{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
141,Owen,Sullivan,,44,male,owen.sullivan@x.dummyjson.com,+91 438-781-6749,owens,owenspass,1981-1-2,https://dummyjson.com/icon/owens/128,AB+,156.97,79.13,Hazel,"{'color': 'Red', 'type': 'Curly'}",211.229.95.93,"{'address': '1487 Maple Street', 'city': 'Charlotte', 'state': 'Mississippi', 'stateCode': 'MS', 'postalCode': '78780', 'coordinates': {'lat': -80.040112, 'lng': 51.292783}, 'country': 'United States'}",69:69:35:e5:20:8b,New York University (NYU),"{'cardExpire': '03/28', 'cardNumber': '372883598477114', 'cardType': 'American Express', 'currency': 'CAD', 'iban': 'DE91637916995329810607'}","{'department': 'Marketing', 'name': 'Schmeler - Spinka', 'title': 'Support Specialist', 'address': {'address': '52 Tenth Street', 'city': 'Seattle', 'state': 'Texas', 'stateCode': 'TX', 'postalCode': '76455', 'coordinates': {'lat': 65.558764, 'lng': 178.804291}, 'country': 'United States'}}",798-977,815-819-905,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
142,Aria,Parker,Miller,28,female,aria.parker@x.dummyjson.com,+91 762-847-6884,ariam,ariampass,1997-7-6,https://dummyjson.com/icon/ariam/128,AB-,164.79,92.15,Blue,"{'color': 'Green', 'type': 'Curly'}",112.164.28.147,"{'address': '1504 Tenth Street', 'city': 'Phoenix', 'state': 'Alabama', 'stateCode': 'AL', 'postalCode': '16573', 'coordinates': {'lat': 56.943768, 'lng': 41.212736}, 'country': 'United States'}",c1:1:6a:d:86:c4,Stanford University,"{'cardExpire': '09/27', 'cardNumber': '6011811630030256', 'cardType': 'Discover', 'currency': 'INR', 'iban': 'DE52636264791885715598'}","{'department': 'Human Resources', 'name': 'Oberbrunner, Mosciski and Witting', 'title': 'Software Architect', 'address': {'address': '1103 Maple Street', 'city': 'Los Angeles', 'state': 'Kentucky', 'stateCode': 'KY', 'postalCode': '37560', 'coordinates': {'lat': -5.555558, 'lng': -6.162671}, 'country': 'United States'}}",385-819,889-374-959,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
143,Grayson,Coleman,,31,male,grayson.coleman@x.dummyjson.com,+61 238-607-2286,graysonc,graysoncpass,1994-12-15,https://dummyjson.com/icon/graysonc/128,O+,180.01,69.94,Hazel,"{'color': 'Gray', 'type': 'Straight'}",62.75.54.134,"{'address': '328 Fifth Street', 'city': 'San Francisco', 'state': 'Illinois', 'stateCode': 'IL', 'postalCode': '82802', 'coordinates': {'lat': 45.278241, 'lng': -118.657493}, 'country': 'United States'}",eb:ab:3d:6b:ec:9,Purdue University,"{'cardExpire': '11/29', 'cardNumber': '4958825043876089', 'cardType': 'Visa', 'currency': 'NZD', 'iban': 'DE40456251314372326863'}","{'department': 'Research and Development', 'name': 'Kling Inc', 'title': 'Human Resources Manager', 'address': {'address': '100 Washington Street', 'city': 'Washington', 'state': 'California', 'stateCode': 'CA', 'postalCode': '22416', 'coordinates': {'lat': -80.746833, 'lng': -107.536493}, 'country': 'United States'}}",445-246,164-688-348,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
